name,identifier,setIdentifiers,sets,rarity,class,talent,type,actionSubType,equipmentType,resourceSubType,tokenSubType,weaponType,handsRequired,pitch,cost,power,defense,specialCost,specialPower,specialDefense,hero,young,health,intellect,keywords,earthFusion,iceFusion,lightningFusion,specialization,bannedFormats,functionalText,typeText,imageUrl
Surging Militia,surging-militia-yellow,MON288,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,2,2,4,2,,,,,,,,,,,,,,Surging Militia has +1{p} for each non-equipment card defending it.,Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON288.width-450.png
Surging Militia,surging-militia-blue,MON289,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,3,2,3,2,,,,,,,,,,,,,,Surging Militia has +1{p} for each non-equipment card defending it.,Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON289.width-450.png
Yinti Yanti,yinti-yanti-red,MON290,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,1,0,3,2,,,,,,,,,,,,,,"While Yinti Yanti is attacking and you control an aura, it has +1{p}.

While Yinto Yanti is defending and you control an aura, it has +1{d}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON290.width-450.png
Yinti Yanti,yinti-yanti-yellow,MON291,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,2,0,2,2,,,,,,,,,,,,,,"While Yinti Yanti is attacking and you control an aura, it has +1{p}.

While Yinto Yanti is defending and you control an aura, it has +1{d}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON291.width-450.png
Yinti Yanti,yinti-yanti-blue,MON292,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,3,0,1,2,,,,,,,,,,,,,,"While Yinti Yanti is attacking and you control an aura, it has +1{p}.

While Yinto Yanti is defending and you control an aura, it has +1{d}.",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON292.width-450.png
Zealous Belting,zealous-belting-red,MON293,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,1,2,5,2,,,,,,,,GoAgain,,,,,,"While there is a card in your pitch zone with {p} greater than Zealous Belting's base {p}, Zealous Belting has **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON293.width-450.png
Zealous Belting,zealous-belting-yellow,MON294,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,2,2,4,2,,,,,,,,GoAgain,,,,,,"While there is a card in your pitch zone with {p} greater than Zealous Belting's base {p}, Zealous Belting has **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON294.width-450.png
Zealous Belting,zealous-belting-blue,MON295,Monarch,Common,Generic,NotTalented,Action,Attack,,,,,,3,2,3,2,,,,,,,,GoAgain,,,,,,"While there is a card in your pitch zone with {p} greater than Zealous Belting's base {p}, Zealous Belting has **go again.**",Generic Action – Attack,https://storage.googleapis.com/fabmaster/media/images/MON295.width-450.png
Minnowism,minnowism-red,MON296,Monarch,Common,Generic,NotTalented,Action,,,,,,,1,0,,2,,,,,,,,GoAgain,,,,,,"The next attack action card with 3 or less base {p} you play this turn gains +3{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON296.width-450.png
Minnowism,minnowism-yellow,MON297,Monarch,Common,Generic,NotTalented,Action,,,,,,,2,0,,2,,,,,,,,GoAgain,,,,,,"The next attack action card with 3 or less base {p} you play this turn gains +2{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON297.width-450.png
Minnowism,minnowism-blue,MON298,Monarch,Common,Generic,NotTalented,Action,,,,,,,3,0,,2,,,,,,,,GoAgain,,,,,,"The next attack action card with 3 or less base {p} you play this turn gains +1{p}.

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON298.width-450.png
Warmonger's Recital,warmongers-recital-red,MON299,Monarch,Common,Generic,NotTalented,Action,,,,,,,1,1,,2,,,,,,,,GoAgain,,,,,,"The next attack action card you play this turn gains +3{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON299.width-450.png
Warmonger's Recital,warmongers-recital-yellow,MON300,Monarch,Common,Generic,NotTalented,Action,,,,,,,2,1,,2,,,,,,,,GoAgain,,,,,,"The next attack action card you play this turn gains +2{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON300.width-450.png
Warmonger's Recital,warmongers-recital-blue,MON301,Monarch,Common,Generic,NotTalented,Action,,,,,,,3,1,,2,,,,,,,,GoAgain,,,,,,"The next attack action card you play this turn gains +1{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**",Generic Action,https://storage.googleapis.com/fabmaster/media/images/MON301.width-450.png
Talisman of Dousing,talisman-of-dousing-yellow,MON302,Monarch,Common,Generic,NotTalented,Action,Item,,,,,,2,0,,,,,,,,,,"GoAgain, Spellvoid",,,,,,"*(Items stay in the arena until they are destroyed.)*

**Go again**

**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Talisman of Dousing instead. If you do, prevent 1 arcane damage that source would deal.)*",Generic Action – Item,https://storage.googleapis.com/fabmaster/media/images/MON302.width-450.png
Memorial Ground,memorial-ground-red,MON303,Monarch,Common,Generic,NotTalented,Instant,,,,,,,1,0,,,,,,,,,,,,,,,,Put target attack action card with cost 2 or less from your graveyard on top of your deck.,Generic Instant,https://storage.googleapis.com/fabmaster/media/images/MON303.width-450.png
Memorial Ground,memorial-ground-yellow,MON304,Monarch,Common,Generic,NotTalented,Instant,,,,,,,2,0,,,,,,,,,,,,,,,,Put target attack action card with cost 1 or less from your graveyard on top of your deck.,Generic Instant,https://storage.googleapis.com/fabmaster/media/images/MON304.width-450.png
Memorial Ground,memorial-ground-blue,MON305,Monarch,Common,Generic,NotTalented,Instant,,,,,,,3,0,,,,,,,,,,,,,,,,Put target attack action card with cost 0 or less from your graveyard on top of your deck.,Generic Instant,https://storage.googleapis.com/fabmaster/media/images/MON305.width-450.png
Minerva Themis,minerva-themis,"FAB044, BOL002","Promos, HeroDeck",Majestic,Warrior,NotTalented,Mentor,,,,,,,,,,3,,,,,,,,Mentor,,,,,,"**Mentor** *(You may only have Minerva in your deck if your hero is young.)*

At the start of your turn, if Minerva is face down in your arsenal, you may turn her face up.

1H weapons you control have +1{p}. Whenever a weapon you control hits, put a lesson counter on Minerva. Then if there are 3 or more lesson counters on Minerva, banish her, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck.",Warrior Mentor,https://storage.googleapis.com/fabmaster/media/images/BOL002.width-450.png
Lord Sutcliffe,lord-sutcliffe,"FAB046, CHN002","Promos, HeroDeck",Majestic,Runeblade,NotTalented,Mentor,,,,,,,,,,3,,,,,,,,Mentor,,,,,,"**Mentor** *(You may only have Sutcliffe in your deck if your hero is young.)*

At the start of your turn, if Sutcliffe is face down in your arsenal, you may turn him face up.

Whenever you play a ‘non-attack' action card, deal 1 arcane damage to each hero and put a lesson counter on Sutcliffe for each damage dealt this way. Then if there are 3 or more lesson counters on Sutcliffe, banish him, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck.",Runeblade Mentor,https://storage.googleapis.com/fabmaster/media/images/CHN002.width-450.png
Lady Barthimont,lady-barthimont,"FAB045, LEV002","Promos, HeroDeck",Majestic,Brute,NotTalented,Mentor,,,,,,,,,,3,,,,,,,,Mentor,,,,,,"**Mentor** *(You may only have Barthimont in your deck if your hero is young.)*

At the start of your turn, if Barthimont is face down in your arsenal, you may turn her face up.

Whenever you play an attack action card, banish the top card of your deck. If the banished card has 6 or more {p}, the attack gains **dominate** and put a lesson counter on Barthimont. Then if there are 2 or more lesson counters on Barthimont, banish her, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck.",Brute Mentor,https://storage.googleapis.com/fabmaster/media/images/LEV002.width-450.png
The Librarian,the-librarian,"FAB043, PSM002","Promos, HeroDeck",Majestic,Illusionist,NotTalented,Mentor,,,,,,,,,,3,,,,,,,,Mentor,,,,,,"**Mentor** *(You may only have The Librarian in your deck if your hero is young.)*

At the start of your turn, if The Librarian is face down in your arsenal, you may turn him face up.

Whenever you create a Spectral Shield token, draw a card and put a lesson counter on The Librarian. Then if there are 3 or more lesson counters on The Librarian, banish him, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck.",Illusionist Mentor,https://storage.googleapis.com/fabmaster/media/images/PSM002.width-450.png
"Korshem, Crossroad of Elements",korshem-crossroad-of-elements,ELE000,TalesOfAria,Fabled,NotClassed,Elemental,Action,Landmark,,,,,,,1,,,,,,,,,,"Legendary, GoAgain",,,,,,"**Legendary** *(You may only have 1 Korshem, Crossroads of the Elements in your deck.)*

**Go again**

Whenever a hero reveals 1 or more cards, they choose 1; Gain {r}, or gain 1{h}, or their next attack this turn gains +1{p}, or the next action card they defend with this turn gains +1{d}.

At the beginning of the end phase, if no hero has gained {r} or {h} from a card effect and no card or token controlled by a hero has had {p} or {d} increased this turn, destroy Korshem, Crossroads of the Elements.",Elemental Action – Landmark,https://storage.googleapis.com/fabmaster/media/images/ELE000_vertical.width-450.png
"Oldhim, Grandfather of Eternity",oldhim-grandfather-of-eternity,"HER042, HER048, ELE001","HeroDeck, HeroDeck, TalesOfAria",Token,Guardian,Elemental,Hero,,,,,,,,,,,,,,Oldhim,,40,4,Essence ,,,,,,"**Essence of Earth and Ice** *(You may have Earth and Ice cards in your deck.)*

**Once per Turn Defense Reaction** - {r}{r}{r}: If an Earth card is pitched this way, prevent the next 2 damage that would be dealt to Oldhim this turn. If an Ice card is pitched this way, the attacking hero puts a card from their hand on top of their deck.",Elemental Guardian Hero,https://storage.googleapis.com/fabmaster/media/images/HER042.width-450.png
Oldhim,oldhim,"HER045, ELE002","HeroDeck, TalesOfAria",Token,Guardian,Elemental,Hero,,,,,,,,,,,,,,Oldhim,TRUE,20,4,Essence ,,,,,,"**Essence of Earth and Ice** *(You may have Earth and Ice cards in your deck.)*

**Once per Turn Defense Reaction** - {r}{r}{r}: If an Earth card is pitched this way, prevent the next 2 damage that would be dealt to Oldhim this turn. If an Ice card is pitched this way, the attacking hero puts a card from their hand on top of their deck.",Elemental Guardian Hero – Young,https://storage.googleapis.com/fabmaster/media/images/HER045.width-450.png
Winter's Wail,winters-wail,ELE003,TalesOfAria,Majestic,Guardian,Elemental,Weapon,,,,,Hammer,OneHanded,,,4,,,,,,,,,,,,,,,"**Once per Turn Action** - {r}{r}{r}: **Attack**

If an Ice card is pitched this way, Winter's Wail gains ""If this hits a hero, create a Frostbite token under their control.""",Elemental Guardian Weapon – Hammer (1H),https://storage.googleapis.com/fabmaster/media/images/ELE003.width-450.png
Endless Winter,endless-winter-red,ELE004,TalesOfAria,Majestic,Guardian,Elemental,Action,Attack,,,,,,1,4,8,3,,,,,,,,"Specialization, Fusion",,TRUE,,Oldhim,,"**Oldhim Specialization** *(You may only have Endless Winter in your deck if your hero is Oldhim.)*

**Ice Fusion** *(As an additional cost to play Endless Winter, you may reveal an Ice card from your hand.)*

If Endless Winter was **fused**, whenever the defending hero adds a defending card to this chain link, create a Frostbite token under their control.

If Endless Winter hits a hero, until the end of their next turn, whenever they activate an ability, create a Frostbite token under their control.",Elemental Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE004.width-450.png
Oaken Old,oaken-old-red,ELE005,TalesOfAria,Majestic,Guardian,Elemental,Action,Attack,,,,,,1,3,7,3,,,,,,,,"Fusion, Dominate",TRUE,TRUE,,,,"**Earth and Ice Fusion** *(As an additional cost to play Oaken Old, you may reveal an Earth and an Ice card from your hand.)*

If Oaken Old was **fused**, it gains +2{p}, **dominate**, and “If this hits a hero, they put 2 random cards from their hand on the bottom of their deck in any order.”",Elemental Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE005.width-450.png
Awakening,awakening-blue,ELE006,TalesOfAria,Majestic,Guardian,Elemental,Instant,,,,,,,3,2,,,,,,,,,,Fusion,TRUE,,,,"Blitz, ClassicConstructed","**Earth Fusion** *(As an additional cost to play Awakening, you may reveal an Earth card from your hand.)*

If you have less {h} than an opposing hero, create Seismic Surge tokens equal to the difference. If Awakening was **fused**, instead create twice that many Seismic Surge tokens.

Search your deck for a Guardian attack action card with cost less than or equal to the number of Seismic Surge tokens you control, reveal it, put it into your hand, then shuffle your deck.",Elemental Guardian Instant,https://storage.googleapis.com/fabmaster/media/images/ELE006.width-450.png
Biting Gale,biting-gale-red,ELE007,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,1,2,,4,,,,,,,,Fusion,,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE007.width-450.png
Biting Gale,biting-gale-yellow,ELE008,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,2,2,,3,,,,,,,,Fusion,,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE008.width-450.png
Biting Gale,biting-gale-blue,ELE009,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,3,2,,2,,,,,,,,Fusion,,TRUE,,,,"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE009.width-450.png
Turn Timber,turn-timber-red,ELE010,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,1,2,,6,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE010.width-450.png
Turn Timber,turn-timber-yellow,ELE011,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,2,2,,5,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE011.width-450.png
Turn Timber,turn-timber-blue,ELE012,TalesOfAria,Rare,Guardian,Elemental,DefenseReaction,,,,,,,3,2,,4,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}.",Elemental Guardian Defense Reaction,https://storage.googleapis.com/fabmaster/media/images/ELE012.width-450.png
Entangle,entangle-red,ELE013,TalesOfAria,Common,Guardian,Elemental,Action,Attack,,,,,,1,3,7,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Entangle, you may reveal an Earth card from your hand.)*

If Entangle was **fused**, it gains ""If this hits a hero, their first attack during their next turn has -2{p}.""",Elemental Guardian Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE013.width-450.png
